Store,Date,Sales,Customers,Promo,SchoolHoliday,CompetitionDistance,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6
1,15-07-2013,4752,601,0,0,1270,1,0,0,0,0,0,0
1,16-07-2013,5482,613,1,0,1270,0,1,0,0,0,0,0
1,17-07-2013,5156,556,1,0,1270,0,0,1,0,0,0,0
1,18-07-2013,4583,507,1,0,1270,0,0,0,1,0,0,0
1,19-07-2013,4804,534,1,0,1270,0,0,0,0,1,0,0
1,20-07-2013,5469,612,1,0,1270,0,0,0,0,0,1,0
1,21-07-2013,5317,598,0,0,1270,0,0,0,0,0,0,1
1,22-07-2013,4195,496,0,0,1270,1,0,0,0,0,0,0
1,23-07-2013,3928,507,0,0,1270,0,1,0,0,0,0,0
1,24-07-2013,3343,444,0,0,1270,0,0,1,0,0,0,0
1,25-07-2013,3883,465,0,0,1270,0,0,0,1,0,0,0
1,26-07-2013,3836,466,0,0,1270,0,0,0,0,1,0,0
1,27-07-2013,4663,555,0,0,1270,0,0,0,0,0,1,0
1,28-07-2013,5893,601,1,0,1270,0,0,0,0,0,0,1
1,29-07-2013,5403,599,1,0,1270,1,0,0,0,0,0,0
1,30-07-2013,5103,580,1,0,1270,0,1,0,0,0,0,0
1,31-07-2013,5079,586,1,0,1270,0,0,1,0,0,0,0
1,01-08-2013,5187,559,1,0,1270,0,0,0,1,0,0,0
1,02-08-2013,4663,619,0,0,1270,0,0,0,0,1,0,0
1,03-08-2013,4249,568,0,0,1270,0,0,0,0,0,1,0
1,04-08-2013,3685,502,0,0,1270,0,0,0,0,0,0,1
1,05-08-2013,3946,507,0,0,1270,1,0,0,0,0,0,0
1,06-08-2013,3717,469,0,0,1270,0,1,0,0,0,0,0
1,07-08-2013,3516,494,0,0,1270,0,0,1,0,0,0,0
1,08-08-2013,3909,522,0,0,1270,0,0,0,1,0,0,0
1,09-08-2013,4770,542,1,0,1270,0,0,0,0,1,0,0
1,10-08-2013,4274,492,1,0,1270,0,0,0,0,0,1,0
1,11-08-2013,4212,500,1,0,1270,0,0,0,0,0,0,1
1,12-08-2013,4481,537,1,0,1270,1,0,0,0,0,0,0
1,13-08-2013,4669,548,1,0,1270,0,1,0,0,0,0,0
1,14-08-2013,4175,538,0,0,1270,0,0,1,0,0,0,0
1,15-08-2013,4088,516,0,0,1270,0,0,0,1,0,0,0
1,16-08-2013,4178,508,0,0,1270,0,0,0,0,1,0,0
1,17-08-2013,4001,509,0,0,1270,0,0,0,0,0,1,0
1,18-08-2013,5447,619,0,0,1270,0,0,0,0,0,0,1
1,19-08-2013,5352,662,0,0,1270,1,0,0,0,0,0,0
1,20-08-2013,6004,626,1,0,1270,0,1,0,0,0,0,0
1,21-08-2013,5452,592,1,0,1270,0,0,1,0,0,0,0
1,22-08-2013,4957,596,1,0,1270,0,0,0,1,0,0,0
1,23-08-2013,5286,596,1,0,1270,0,0,0,0,1,0,0
1,24-08-2013,5896,670,1,0,1270,0,0,0,0,0,1,0
1,25-08-2013,4954,608,0,0,1270,0,0,0,0,0,0,1
1,26-08-2013,3773,478,0,1,1270,1,0,0,0,0,0,0
1,27-08-2013,3355,457,0,1,1270,0,1,0,0,0,0,0
1,28-08-2013,3383,452,0,1,1270,0,0,1,0,0,0,0
1,29-08-2013,3223,446,0,1,1270,0,0,0,1,0,0,0
1,30-08-2013,3566,490,0,1,1270,0,0,0,0,1,0,0
1,31-08-2013,3667,479,0,1,1270,0,0,0,0,0,1,0
1,01-09-2013,5055,571,1,1,1270,0,0,0,0,0,0,1
1,02-09-2013,4068,504,1,1,1270,1,0,0,0,0,0,0
1,03-09-2013,4612,505,1,1,1270,0,1,0,0,0,0,0
1,04-09-2013,4044,498,1,1,1270,0,0,1,0,0,0,0
1,05-09-2013,4573,576,1,1,1270,0,0,0,1,0,0,0
1,06-09-2013,4347,535,0,0,1270,0,0,0,0,1,0,0
1,07-09-2013,3557,494,0,0,1270,0,0,0,0,0,1,0
1,08-09-2013,3737,479,0,0,1270,0,0,0,0,0,0,1
1,09-09-2013,4119,496,0,0,1270,1,0,0,0,0,0,0
1,10-09-2013,4035,514,0,0,1270,0,1,0,0,0,0,0
1,11-09-2013,5471,707,0,0,1270,0,0,1,0,0,0,0
1,12-09-2013,5233,653,0,0,1270,0,0,0,1,0,0,0
1,13-09-2013,5861,620,1,0,1270,0,0,0,0,1,0,0
1,14-09-2013,5348,628,1,0,1270,0,0,0,0,0,1,0
1,15-09-2013,5572,611,1,0,1270,0,0,0,0,0,0,1
1,16-09-2013,5009,575,1,0,1270,1,0,0,0,0,0,0
1,17-09-2013,5242,583,1,0,1270,0,1,0,0,0,0,0
1,18-09-2013,4681,582,0,0,1270,0,0,1,0,0,0,0
1,19-09-2013,4014,519,0,0,1270,0,0,0,1,0,0,0
1,20-09-2013,4017,507,0,0,1270,0,0,0,0,1,0,0
1,21-09-2013,3310,464,0,0,1270,0,0,0,0,0,1,0
1,22-09-2013,3795,502,0,0,1270,0,0,0,0,0,0,1
1,23-09-2013,4016,504,0,0,1270,1,0,0,0,0,0,0
1,24-09-2013,5071,616,0,0,1270,0,1,0,0,0,0,0
1,25-09-2013,5927,681,1,0,1270,0,0,1,0,0,0,0
1,26-09-2013,5143,583,1,0,1270,0,0,0,1,0,0,0
1,27-09-2013,4936,586,1,0,1270,0,0,0,0,1,0,0
1,28-09-2013,4623,545,1,0,1270,0,0,0,0,0,1,0
1,29-09-2013,5058,581,1,0,1270,0,0,0,0,0,0,1
1,30-09-2013,5297,614,0,0,1270,1,0,0,0,0,0,0
1,01-10-2013,4600,575,0,0,1270,0,1,0,0,0,0,0
1,02-10-2013,4201,524,0,0,1270,0,0,1,0,0,0,0
1,03-10-2013,4561,530,0,0,1270,0,0,0,1,0,0,0
1,04-10-2013,4614,585,0,0,1270,0,0,0,0,1,0,0
1,05-10-2013,5623,665,0,0,1270,0,0,0,0,0,1,0
1,06-10-2013,6373,730,0,0,1270,0,0,0,0,0,0,1
1,07-10-2013,6943,754,1,0,1270,1,0,0,0,0,0,0
1,08-10-2013,6293,658,1,0,1270,0,1,0,0,0,0,0
1,09-10-2013,5688,627,1,0,1270,0,0,1,0,0,0,0
1,10-10-2013,5691,685,1,0,1270,0,0,0,1,0,0,0
1,11-10-2013,6112,673,1,0,1270,0,0,0,0,1,0,0
1,12-10-2013,5799,723,0,0,1270,0,0,0,0,0,1,0
1,13-10-2013,4462,576,0,0,1270,0,0,0,0,0,0,1
1,14-10-2013,4228,581,0,0,1270,1,0,0,0,0,0,0
1,15-10-2013,4301,543,0,0,1270,0,1,0,0,0,0,0
1,16-10-2013,4074,558,0,0,1270,0,0,1,0,0,0,0
1,17-10-2013,4703,594,0,0,1270,0,0,0,1,0,0,0
1,18-10-2013,6119,743,0,0,1270,0,0,0,0,1,0,0
1,19-10-2013,8277,825,1,0,1270,0,0,0,0,0,1,0
1,20-10-2013,7356,808,1,0,1270,0,0,0,0,0,0,1
1,21-10-2013,7821,828,1,0,1270,1,0,0,0,0,0,0
1,22-10-2013,6788,782,1,0,1270,0,1,0,0,0,0,0
1,23-10-2013,8414,895,1,0,1270,0,0,1,0,0,0,0
1,24-10-2013,8043,927,0,0,1270,0,0,0,1,0,0,0
1,25-10-2013,9528,1130,0,1,1270,0,0,0,0,1,0,0
1,26-10-2013,3204,385,0,1,1270,0,0,0,0,0,1,0
1,27-10-2013,6110,737,0,1,1270,0,0,0,0,0,0,1
1,28-10-2013,5659,716,0,1,1270,1,0,0,0,0,0,0
1,29-10-2013,7193,796,0,1,1270,0,1,0,0,0,0,0
1,30-10-2013,2362,298,0,1,1270,0,0,1,0,0,0,0
1,31-10-2013,4969,618,0,1,1270,0,0,0,1,0,0,0
1,01-11-2013,4190,552,0,1,1270,0,0,0,0,1,0,0
1,02-11-2013,5173,660,0,1,1270,0,0,0,0,0,1,0
1,03-11-2013,6194,649,1,1,1270,0,0,0,0,0,0,1
1,04-11-2013,5539,607,1,1,1270,1,0,0,0,0,0,0
1,05-11-2013,4931,589,1,1,1270,0,1,0,0,0,0,0
1,06-11-2013,4396,539,1,1,1270,0,0,1,0,0,0,0
1,07-11-2013,4486,559,1,1,1270,0,0,0,1,0,0,0
1,08-11-2013,4454,569,0,0,1270,0,0,0,0,1,0,0
1,09-11-2013,3994,545,0,0,1270,0,0,0,0,0,1,0
1,10-11-2013,3621,464,0,0,1270,0,0,0,0,0,0,1
1,11-11-2013,3776,486,0,0,1270,1,0,0,0,0,0,0
1,12-11-2013,3632,477,0,0,1270,0,1,0,0,0,0,0
1,13-11-2013,3803,479,0,0,1270,0,0,1,0,0,0,0
1,14-11-2013,5128,630,0,0,1270,0,0,0,1,0,0,0
1,15-11-2013,6148,653,1,0,1270,0,0,0,0,1,0,0
1,16-11-2013,5151,551,1,0,1270,0,0,0,0,0,1,0
1,17-11-2013,4562,549,1,0,1270,0,0,0,0,0,0,1
1,18-11-2013,4597,525,1,0,1270,1,0,0,0,0,0,0
1,19-11-2013,5098,587,1,0,1270,0,1,0,0,0,0,0
1,20-11-2013,4546,561,0,0,1270,0,0,1,0,0,0,0
1,21-11-2013,3601,517,0,0,1270,0,0,0,1,0,0,0
1,22-11-2013,3581,453,0,0,1270,0,0,0,0,1,0,0
1,23-11-2013,3789,491,0,0,1270,0,0,0,0,0,1,0
1,24-11-2013,4549,543,0,0,1270,0,0,0,0,0,0,1
1,25-11-2013,4906,589,0,0,1270,1,0,0,0,0,0,0
1,26-11-2013,5292,667,0,0,1270,0,1,0,0,0,0,0
1,27-11-2013,5839,638,1,0,1270,0,0,1,0,0,0,0
1,28-11-2013,5540,602,1,0,1270,0,0,0,1,0,0,0
1,29-11-2013,5031,581,1,0,1270,0,0,0,0,1,0,0
1,30-11-2013,4823,557,1,0,1270,0,0,0,0,0,1,0
1,01-12-2013,5596,636,1,0,1270,0,0,0,0,0,0,1
1,02-12-2013,4726,620,0,0,1270,1,0,0,0,0,0,0
1,03-12-2013,3591,502,0,0,1270,0,1,0,0,0,0,0
1,04-12-2013,3461,481,0,0,1270,0,0,1,0,0,0,0
1,05-12-2013,3662,508,0,0,1270,0,0,0,1,0,0,0
1,06-12-2013,3638,517,0,0,1270,0,0,0,0,1,0,0
1,07-12-2013,4647,591,0,0,1270,0,0,0,0,0,1,0
1,08-12-2013,5258,655,0,0,1270,0,0,0,0,0,0,1
1,09-12-2013,5393,606,1,0,1270,1,0,0,0,0,0,0
1,10-12-2013,4602,556,1,0,1270,0,1,0,0,0,0,0
1,11-12-2013,4935,547,1,0,1270,0,0,1,0,0,0,0
1,12-12-2013,4563,559,1,0,1270,0,0,0,1,0,0,0
1,13-12-2013,4727,550,1,0,1270,0,0,0,0,1,0,0
1,14-12-2013,4820,623,0,0,1270,0,0,0,0,0,1,0
1,15-12-2013,3826,481,0,0,1270,0,0,0,0,0,0,1
1,16-12-2013,3499,470,0,0,1270,1,0,0,0,0,0,0
1,17-12-2013,4108,491,0,0,1270,0,1,0,0,0,0,0
1,18-12-2013,3826,519,0,0,1270,0,0,1,0,0,0,0
1,19-12-2013,5031,603,0,0,1270,0,0,0,1,0,0,0
1,20-12-2013,5307,655,0,0,1270,0,0,0,0,1,0,0
1,21-12-2013,6198,616,1,0,1270,0,0,0,0,0,1,0
1,22-12-2013,5397,619,1,0,1270,0,0,0,0,0,0,1
1,23-12-2013,4916,592,1,0,1270,1,0,0,0,0,0,0
1,24-12-2013,4585,542,1,0,1270,0,1,0,0,0,0,0
1,25-12-2013,5340,588,1,0,1270,0,0,1,0,0,0,0
1,26-12-2013,4400,550,0,0,1270,0,0,0,1,0,0,0
1,27-12-2013,3573,469,0,0,1270,0,0,0,0,1,0,0
1,28-12-2013,3588,476,0,0,1270,0,0,0,0,0,1,0
1,29-12-2013,3805,499,0,0,1270,0,0,0,0,0,0,1
1,30-12-2013,3224,450,0,0,1270,1,0,0,0,0,0,0
1,31-12-2013,3883,502,0,0,1270,0,1,0,0,0,0,0
1,01-01-2014,5042,630,0,0,1270,0,0,1,0,0,0,0
1,02-01-2014,5563,628,1,0,1270,0,0,0,1,0,0,0
1,03-01-2014,5200,635,1,0,1270,0,0,0,0,1,0,0
1,04-01-2014,4036,496,1,0,1270,0,0,0,0,0,1,0
1,05-01-2014,4023,485,1,0,1270,0,0,0,0,0,0,1
1,06-01-2014,4510,542,1,0,1270,1,0,0,0,0,0,0
1,07-01-2014,5241,628,0,0,1270,0,1,0,0,0,0,0
1,08-01-2014,3850,511,0,0,1270,0,0,1,0,0,0,0
1,09-01-2014,3136,448,0,0,1270,0,0,0,1,0,0,0
1,10-01-2014,3225,443,0,0,1270,0,0,0,0,1,0,0
1,11-01-2014,3847,512,0,0,1270,0,0,0,0,0,1,0
1,12-01-2014,3987,471,0,0,1270,0,0,0,0,0,0,1
1,13-01-2014,4583,548,0,0,1270,1,0,0,0,0,0,0
1,14-01-2014,6008,640,1,0,1270,0,1,0,0,0,0,0
1,15-01-2014,5407,583,1,0,1270,0,0,1,0,0,0,0
1,16-01-2014,4834,539,1,0,1270,0,0,0,1,0,0,0
1,17-01-2014,4556,526,1,0,1270,0,0,0,0,1,0,0
1,18-01-2014,4738,552,1,0,1270,0,0,0,0,0,1,0
1,19-01-2014,4599,571,0,0,1270,0,0,0,0,0,0,1
1,20-01-2014,3751,497,0,0,1270,1,0,0,0,0,0,0
1,21-01-2014,3990,496,0,0,1270,0,1,0,0,0,0,0
1,22-01-2014,3919,528,0,0,1270,0,0,1,0,0,0,0
1,23-01-2014,3948,501,0,0,1270,0,0,0,1,0,0,0
1,24-01-2014,3733,507,0,0,1270,0,0,0,0,1,0,0
1,25-01-2014,4435,570,0,0,1270,0,0,0,0,0,1,0
1,26-01-2014,6803,693,1,1,1270,0,0,0,0,0,0,1
1,27-01-2014,6196,672,1,1,1270,1,0,0,0,0,0,0
1,28-01-2014,6381,662,1,1,1270,0,1,0,0,0,0,0
